"Gene","Alias"
"SGCE","SGCE"
"TNFSF14","TNFSF14"
"LAT","LAT"
"RGS14","RGS14"
"CA12","CA12;CA-XII;CAXII;HsT18816;T18816"
"SYT7","SYT7"
"DENR","DENR"
"XPOT","XPOT;XPO3"
"HR","HR"
"DCX","DCX"
"GALR2","GALR2"
"SPRY3","SPRY3"
"HCRT","HCRT"
"HCRTR2","HCRTR2;ORXR2;OX2R;OXR2"
"SNAI2","SNAI2"
"CHMP2A","CHMP2A"
"NCK2","NCK2"
"TSPAN6","TSPAN6"
"PLRG1","PLRG1"
"PRC1","PRC1;ASE1;MAP65"
"ZNF207","ZNF207"
"TCF21","TCF21"
"BUB3","BUB3"
"AKAP7","AKAP7"
"SULT1B1","SULT1B1"
"TLX3","TLX3;HOX11L2;RNX"
"TRIAP1","TRIAP1"
"GATC","GATC"
"HTATSF1","HTATSF1"
"TRAF3IP2","TRAF3IP2"
"ITM2A","ITM2A"
"CYTH3","CYTH3;ARNO3;GRP1;PSCD3;cytohesin-3"
"PRKAB2","PRKAB2"
"CHP2","CHP2"
"AP1G1","AP1G1"
"SYNGR1","SYNGR1"
"TLX2","TLX2"
"SGTA","SGTA"
"ENSA","ENSA"
"SLC25A20","SLC25A20"
"MYO1B","MYO1B"
"SSNA1","SSNA1;N14;NA-14;NA14"
"SLC25A17","SLC25A17"
"NUDT21","NUDT21"
"LANCL1","LANCL1"
"RRP9","RRP9"
"SCO2","SCO2"
"AKAP8","AKAP8;AKAP 95;AKAP-8;AKAP-95;AKAP95"
"B3GALT2","B3GALT2"
"SLC37A4","SLC37A4"
"ZBTB14","ZBTB14"
"NRDC","NRDC"
"ATP9B","ATP9B"
"AHCYL1","AHCYL1;DCAL;IRBIT;PPP1R78;PRO0233;XPVKONA"
"CD5L","CD5L"
"CREB3","CREB3"
"EXTL3","EXTL3"
"TYROBP","TYROBP"
"FIGF","FIGF"
"CHST1","CHST1;C6ST;GST-1;KS6ST;KSGal6ST;KSST"
"AIRE","AIRE"
"CXCL13","CXCL13"
"RAD21","RAD21"
"AKR1B10","AKR1B10"
"SH3BP5","SH3BP5"
"HS6ST1","HS6ST1;HH15;HS6ST"
"MED14","MED14"
"PCDH7","PCDH7"
"SOX15","SOX15"
"PRPSAP2","PRPSAP2"
"FGF17","FGF17;FGF-13;FGF-17;HH20"
"KLK8","KLK8"
"PARK2","PARK2"
"SMARCA5","SMARCA5"
"SPAG9","SPAG9"
"KIF5C","KIF5C;CDCBM2;KINN;NKHC;NKHC-2;NKHC2"
"MGRN1","MGRN1"
"OPA1","OPA1"
"ZEB2","ZEB2"
"MARCH6","MARCH6"
"KDM1A","KDM1A;AIMAH3;AOF2;BHC110;CPRF;KDM1;LSD1"
"TBC1D4","TBC1D4"
"ECE2","ECE2"
"PHLPP1","PHLPP1"
"TBC1D12","TBC1D12"
"FZD6","FZD6;FZ-6;FZ6;HFZ6;NDNC1;NDNC10"
"NUPR1","NUPR1"
"CACNG3","CACNG3"
"HBP1","HBP1"
"GDF9","GDF9"
"GRIN3B","GRIN3B;GluN3B;NR3B"
"ONECUT3","ONECUT3"
"ATP8B3","ATP8B3"
"DFNA5","DFNA5"
"MAN1A2","MAN1A2;MAN1B"
"DLX3","DLX3"
"ZIC3","ZIC3"
"PLXNC1","PLXNC1"
"ACSL4","ACSL4"
"SNX3","SNX3;Grd19;MCOPS8;SDP3"
"CUBN","CUBN"
"NPHS1","NPHS1"
"MGEA5","MGEA5"
"ADCY9","ADCY9"
"SORBS3","SORBS3;SCAM-1;SCAM1;SH3D4"
"SYNCRIP","SYNCRIP"
"B4GALT3","B4GALT3"
"B4GALT4","B4GALT4"
"EIF4EBP3","EIF4EBP3"
"CREBL2","CREBL2"
"CIDEA","CIDEA"
"GMDS","GMDS"
"NMT2","NMT2"
"CCNT1","CCNT1"
"GREM1","GREM1;C15DUPq;CKTSF1B1;CRAC1;CRCS4;DAND2;DRM;DUP15q;GREMLIN;HMPS;HMPS1;IHG-2;MPSH;PIG2"
"BUB1B","BUB1B"
"PLOD3","PLOD3"
"CCNT2","CCNT2"
"TLR5","TLR5"
"TLR2","TLR2;CD282;TIL4"
"GFRA3","GFRA3"
"TSPAN2","TSPAN2"
"EXOC3","EXOC3"
"UGT1A9","UGT1A9;HLUGP4;LUGP4;UDPGT;UDPGT 1-9;UGT-1I;UGT1-09;UGT1-9;UGT1.9;UGT1A9S;UGT1AI;UGT1I"
"PDE8A","PDE8A"
"KLHL41","KLHL41"
"RAD1","RAD1"
"JAK2","JAK2"
"MAFK","MAFK;NFE2U;P18"
"PRMT3","PRMT3"
"SRPX2","SRPX2"
"UGDH","UGDH"
"ABCC9","ABCC9"
"LPXN","LPXN;LDPL"
"CTNND1","CTNND1"
"ICMT","ICMT"
"PLA2G6","PLA2G6"
"HPGDS","HPGDS"
"DPM1","DPM1"
"USO1","USO1;P115;TAP;VDP"
"ZNF354A","ZNF354A"
"SLC19A2","SLC19A2"
"TBX19","TBX19"
"HIST1H2BK","HIST1H2BK"
"CCDC22","CCDC22"
"PRAF2","PRAF2;JM4;Yip6a"
"DKC1","DKC1"
"ZG16","ZG16"
"TRIM13","TRIM13"
"MMP20","MMP20"
"GPR37L1","GPR37L1"
"BRD4","BRD4;CAP;CDLS6;FSHRG4;HUNK1;HUNKI;MCAP"
"OPHN1","OPHN1"
"RAMP1","RAMP1"
"RAMP2","RAMP2"
"RAMP3","RAMP3"
"SHOX2","SHOX2"
"SMPD2","SMPD2"
"CTSV","CTSV;CATL2;CTSL2;CTSU"
"HUS1","HUS1"
"PPP1R11","PPP1R11"
"RNASEH1","RNASEH1"
"CTNS","CTNS"
"NOL3","NOL3;ARC;FCM;MYOCL1;MYP;NOP;NOP30"
"KERA","KERA"
"SCN2B","SCN2B"
"RNGTT","RNGTT"
"PLXNA2","PLXNA2"
"NOS1AP","NOS1AP;6330408P19Rik;CAPON;NPHS22"
"DNAJC6","DNAJC6"
"DENND4B","DENND4B"
"FKTN","FKTN"
"WDR1","WDR1"
"FZD7","FZD7;FzE3"
"SLIT1","SLIT1"
"SLIT3","SLIT3"
"AOC2","AOC2"
"LDB3","LDB3"
"CLASP2","CLASP2"
"PTCD1","PTCD1"
"COBL","COBL"
"ASTN2","ASTN2"
"DEPDC5","DEPDC5;DEE111;DEP.5;FFEVF;FFEVF1;FPEVF"
"ICOSLG","ICOSLG"
"OBSL1","OBSL1"
"RNF40","RNF40"
"PHF2","PHF2"
"ZC3H11A","ZC3H11A;ZC3HDC11A"
"CAND2","CAND2"
"SOCS5","SOCS5"
"KDM4A","KDM4A"
"DNAJC13","DNAJC13"
"ANKRD17","ANKRD17;CAGS;GTAR;MASK2;NY-BR-16"
"SIN3B","SIN3B"
"DNAJB6","DNAJB6"
"XYLB","XYLB"
"PEX11A","PEX11A"
"LRP5","LRP5;BMND1;EVR1;EVR4;HBM;LR3;LRP-5;LRP-7;LRP7;OPPG;OPS;OPTA1;PCLD4;VBCH2"
"GADD45B","GADD45B"
"RTN2","RTN2"
"UGT2B11","UGT2B11"
"GLRA3","GLRA3"
"ZPR1","ZPR1;GKAF;ZNF259"
"GBAS","GBAS"
"SNN","SNN"
"SEMA7A","SEMA7A"
"ALOX12B","ALOX12B"
"FKBP6","FKBP6;FKBP36;SPGF77"
"ATP6V1G1","ATP6V1G1"
"VPS4B","VPS4B"
"ENTPD6","ENTPD6"
"ENTPD3","ENTPD3;CD39L3;HB6;NTPDase-3"
"ENTPD5","ENTPD5;CD39L4;NTPDase-5;PCPH"
"PROP1","PROP1"
"PITX3","PITX3"
"PTP4A3","PTP4A3"
"H2AFY","H2AFY"
"FLNB","FLNB;ABP-278;ABP-280;AOI;FH1;FLN-B;FLN1L;LRS1;SCT;TABP;TAP"
"NCOR1","NCOR1"
"VAMP4","VAMP4"
"NDUFS6","NDUFS6"
"ULK1","ULK1"
"TULP3","TULP3;HRCDF;TUBL3"
"SLC43A1","SLC43A1"
"MRPL33","MRPL33"
"SEC22B","SEC22B"
"DEAF1","DEAF1"
"POLQ","POLQ;DINB1;DINP"
"CDC45","CDC45"
"GIGYF1","GIGYF1"
"VPS26A","VPS26A"
"PMPCB","PMPCB"
"USH2A","USH2A;RP39;US2;USH2;dJ1111A8.1"
"ERN1","ERN1"
"CRLF1","CRLF1"
"NR1I2","NR1I2"
"LGR5","LGR5"
"PSIP1","PSIP1;DFS70;LEDGF;PAIP;PSIP2;p52;p75"
"ERLIN1","ERLIN1"
"TADA2A","TADA2A"
"GPC4","GPC4;K-glypican;KPTS"
"SRSF10","SRSF10"
"HSBP1","HSBP1"
"CLDN11","CLDN11"
"TNFRSF21","TNFRSF21"
"ECI2","ECI2"
"EED","EED;COGIS;HEED;WAIT1"
"BANF1","BANF1;BAF;BCRP1;D14S1460;NGPS"
"SF3B1","SF3B1"
"CSDE1","CSDE1"
"SKAP2","SKAP2"
"PRKRA","PRKRA"
"CRCP","CRCP"
"ITGA10","ITGA10;PRO827"
"LRP6","LRP6"
"RPS6KA5","RPS6KA5"
"FOXH1","FOXH1"
"PGLYRP1","PGLYRP1"
"GCAT","GCAT"
"USP2","USP2;UBP41;USP9"
"LYPLA1","LYPLA1"
"UPK3A","UPK3A"
"SERPINB7","SERPINB7"
"FCN3","FCN3"
"SNRNP200","SNRNP200"
"TRMU","TRMU;LCAL3;MTO2;MTU1;TRMT;TRMT1"
"TIPRL","TIPRL"
"OFD1","OFD1"
"TOM1L1","TOM1L1"
"RPS6KA4","RPS6KA4"
"SURF6","SURF6;RRP14"
"PPM1B","PPM1B"
"ADAP1","ADAP1"
"KRTAP5-8","KRTAP5-8"
"UTP20","UTP20"
"GJB3","GJB3;CX31;DFNA2;DFNA2B;EKV;EKVP1"
"GPX5","GPX5;EGLP;GPx-5;GSHPx-5;HEL-S-75p"
"CRTAP","CRTAP"
"SLC25A12","SLC25A12"
"SLC22A3","SLC22A3"
"B3GALNT1","B3GALNT1"
"TRPA1","TRPA1"
"ATP6AP2","ATP6AP2;(P)RR;APT6M8-9;ATP6IP2;ATP6M8-9;CDG2R;ELDF10;HT028;M8-9;MRXE;MRXSH;MSTP009;PRR;RENR;XMRE;XPDS"
"RNASEH2A","RNASEH2A"
"ZMYND10","ZMYND10"
"PPP1R15A","PPP1R15A"
"EIF3J","EIF3J"
"CBR3","CBR3"
"LECT1","LECT1;BRICD3;CHM-I;CHM1;MYETS1"
"CIB2","CIB2"
"AP1G2","AP1G2"
"ZMPSTE24","ZMPSTE24"
"SC5D","SC5D"
"TRAPPC6A","TRAPPC6A"
"SCO1","SCO1;MC4DN4;SCOD1"
"CYP7B1","CYP7B1"
"TNFSF13","TNFSF13"
"TUSC2","TUSC2"
"GABBR2","GABBR2"
"MMP23A","MMP23A"
"RASSF9","RASSF9;P-CIP1;PAMCI;PCIP1"
"SOAT2","SOAT2;ACACT2;ACAT2;ARGP2"
"CCNK","CCNK"
"DGKI","DGKI"
"PAK3","PAK3"
"ARL6IP5","ARL6IP5"
"RGS9","RGS9"
"PIAS1","PIAS1"
"BCAS2","BCAS2"
"BBOX1","BBOX1"
"ATP5H","ATP5H"
"CABYR","CABYR"
"FLOT1","FLOT1"
"TRIO","TRIO"
"SASH3","SASH3;753P9;CXorf9;HACS2;IMD102;SH3D6C;SLY"
"GLRX3","GLRX3;GLRX4;GRX3;GRX4;PICOT;TXNL2;TXNL3"
"WFS1","WFS1"
"CLPX","CLPX"
"NCR1","NCR1"
"SCGN","SCGN"
"CDKL5","CDKL5"
"NEBL","NEBL;C10orf113;LASP2;LNEBL;bA165O3.1"
"NEURL1","NEURL1"
"SEC14L2","SEC14L2"
"RNF8","RNF8"
"CIAO1","CIAO1"
"PDE5A","PDE5A;CGB-PDE;CN5A;PDE5"
"ZFAND5","ZFAND5"
"SLC22A5","SLC22A5;CDSP;OCTN2"
"PDE9A","PDE9A"
"FGF18","FGF18"
"SRP72","SRP72"
"DXO","DXO"
"DDAH1","DDAH1;DDAH;DDAH-1;DDAHI;HEL-S-16"
"RECQL5","RECQL5"
"B3GAT3","B3GAT3"
"ECM2","ECM2"
"MTA2","MTA2"
"DPM2","DPM2;CDG1U"
"USP1","USP1"
"ALDH1A2","ALDH1A2"
"STK10","STK10"
"GFPT2","GFPT2"
"RGS11","RGS11;RS11"
"TPPP","TPPP"
"SLIT2","SLIT2"
"ATG12","ATG12"
"TOMM70A","TOMM70A"
"MYO1D","MYO1D;PPP1R108;myr4"
"MICAL2","MICAL2"
"UFL1","UFL1"
"SORBS2","SORBS2"
"PHF14","PHF14"
"SASH1","SASH1;CAPOK;DUH;DUH1;SH3D6A;dJ323M4.1"
"FARP2","FARP2"
"UBXN7","UBXN7;UBXD7"
"SUN1","SUN1"
"PRPF6","PRPF6"
"DKK1","DKK1;DKK-1;SK"
"ABCA8","ABCA8"
"FRYL","FRYL"
"NFAT5","NFAT5"
"CDK14","CDK14"
"GLCE","GLCE"
"GLS","GLS;AAD20;CASGID;DEE71;EIEE71;GAC;GAM;GDPAG;GLS1;KGA"
"USP19","USP19"
"TRIM37","TRIM37"
"AP2A2","AP2A2;ADTAB;CLAPA2;HIP-9;HIP9;HYPJ"
"SEC31A","SEC31A"
"CLSTN1","CLSTN1"
"ARHGEF15","ARHGEF15"
"SLITRK5","SLITRK5"
"HEXIM1","HEXIM1"
"SOX30","SOX30"
"UPP2","UPP2"
"INMT","INMT"
"KCNK2","KCNK2"
"UBR5","UBR5"
"NKX2-2","NKX2-2"
"S1PR2","S1PR2;AGR16;DFNB68;EDG-5;EDG5;Gpcr13;H218;LPB2;S1P2"
"MFN2","MFN2"
"SNUPN","SNUPN"
"TNFSF15","TNFSF15"
"BZRAP1","BZRAP1"
"UBE4B","UBE4B"
"IKBKAP","IKBKAP;DYS;FD;IKAP;IKI3;TOT1"
"CACNA1H","CACNA1H"
"UNC5C","UNC5C;UNC5H3"
"OAZ2","OAZ2"
"RTN3","RTN3"
"RCBTB2","RCBTB2"
"ZNF205","ZNF205"
"LETM1","LETM1;CONDMIM;KHE;Mdm38;SLC55A1"
"STBD1","STBD1"
"SNX4","SNX4"
"LRAT","LRAT"
"SPDEF","SPDEF"
"KIF4A","KIF4A;KIF4;KIF4G1;MRX100;TMDI;XLID100"
"MBD4","MBD4"
"GOSR1","GOSR1"
"KAT7","KAT7"
"KCNH1","KCNH1"
"RASGRP1","RASGRP1;CALDAG-GEFI;CALDAG-GEFII;IMD64;RASGRP"
"SNAPIN","SNAPIN"
"ABCB11","ABCB11"
"SIX3","SIX3"
"ATG7","ATG7"
"TRIM16","TRIM16;EBBP"
"ZBTB7A","ZBTB7A"
"ARIH2","ARIH2"
"GJB5","GJB5"
"GDF11","GDF11"
"SLU7","SLU7;9G8;hSlu7"
"BMP10","BMP10"
"GCNT3","GCNT3"
"MOCS3","MOCS3;UBA4"
"RAPGEF3","RAPGEF3"
"UTS2","UTS2"
"ZFYVE9","ZFYVE9"
"SVIL","SVIL"
"PIGN","PIGN;MCAHS;MCAHS1;MCD4;MDC4;PIG-N"
"BAG4","BAG4"
"APOM","APOM"
"TGDS","TGDS"
"PSMG1","PSMG1;C21LRP;DSCR2;LRPC21;PAC-1;PAC1;Pba1"
"LARGE","LARGE"
"FMNL1","FMNL1"
"SGPL1","SGPL1"
"CLDN7","CLDN7"
"CTDNEP1","CTDNEP1;DULLARD;HSA011916;NET56"
"NSA2","NSA2"
"H6PD","H6PD"
"SEC24A","SEC24A"
"SEC24B","SEC24B"
"SLC2A10","SLC2A10;ATORS;ATS;GLUT10"
"TDP2","TDP2"
"MPC2","MPC2"
"ETHE1","ETHE1"
"ACSL3","ACSL3"
"YEATS4","YEATS4;4930573H17Rik;B230215M10Rik;GAS41;NUBI-1;YAF9"
"ADCY5","ADCY5"
"NTN1","NTN1"
"FSTL3","FSTL3"
"CPSF4","CPSF4"
"NTSR2","NTSR2;NTR2"
"CDS2","CDS2"
"FGFR1OP","FGFR1OP"
"PPP1R3D","PPP1R3D"
"CXCL14","CXCL14"
"RAB3D","RAB3D"
"SNAP29","SNAP29;CEDNIK;SNAP-29"
"CRTAM","CRTAM"
"OXSR1","OXSR1"
"GGPS1","GGPS1"
"FGF19","FGF19"
"TBC1D8","TBC1D8"
"IL33","IL33;C9orf26;DVS27;IL1F11;NF-HEV;NFEHEV"
"AP2A1","AP2A1"
"WIZ","WIZ"
"DDX58","DDX58"
"STAU1","STAU1"
"GPR75","GPR75"
"CER1","CER1;DAND4"
"BAG2","BAG2"
"BAG3","BAG3"
"MAP4K4","MAP4K4"
"MLYCD","MLYCD"
"CRYZL1","CRYZL1"
"AIFM1","AIFM1;AIF;AUNX1;CMT2D;CMTX4;COWCK;COXPD6;DFNX5;NADMR;NAMSD;PDCD8;SEMDHL"
"LATS1","LATS1"
"NUDT14","NUDT14"
"TSPAN13","TSPAN13"
"TSPAN15","TSPAN15"
"BPNT1","BPNT1"
"SNAI1","SNAI1;SLUGH2;SNA;SNAH;SNAIL;SNAIL1;dJ710H13.1"
"FADS2","FADS2"
"G6B","G6B"
"WDPCP","WDPCP"
"TXNDC12","TXNDC12"
"OLFM2","OLFM2"
"ECD","ECD;C7orf76;DSS1;PSMD15;SHFD1;SHFM1;SHSF1;Shfdg1"
"OR2H2","OR2H2"
"TTLL1","TTLL1"
"EPPIN","EPPIN"
"SYF2","SYF2"
"CBX7","CBX7"
"TBX18","TBX18;CAKUT2;PUJO"
"EOMES","EOMES"
"TBX6","TBX6"
"ONECUT2","ONECUT2"
"FTCD","FTCD"
"CD160","CD160"
"BMP15","BMP15;GDF9B;ODG2;POF4"
"RECK","RECK"
"NUDT3","NUDT3"
"CH25H","CH25H"
"AGR2","AGR2"
"APC2","APC2"
"PTTG1","PTTG1;EAP1;ECRAR;HPTTG;PTTG;TUTR1"
"IL18BP","IL18BP"
"BCL10","BCL10"
"PPP1R17","PPP1R17"
"HAND1","HAND1"
"CLPTM1","CLPTM1"
"ZBED1","ZBED1;ALTE;DREF;TRAMP;hDREF"
"TOMM40","TOMM40"
"NAPSA","NAPSA"
"WNT11","WNT11"
"CHEK2","CHEK2"
"B3GALT4","B3GALT4;BETA3GALT4;GALT2;GALT4"
"WHSC1","WHSC1"
"MT-CYB","MT-CYB"
"CYB5A","CYB5A"
"ADH1C","ADH1C"
"LDHA","LDHA;GSD11;HEL-S-133P;LDHM;PIG19"
"ALDH1A1","ALDH1A1"
"GLUD1","GLUD1"
"CYB5R3","CYB5R3"
"GSR","GSR"
"MT-CO1","MT-CO1;COI;MTCO1"
"MT-CO3","MT-CO3"
"SOD1","SOD1"
"F8","F8"
"OTC","OTC"
"HPRT1","HPRT1;HGPRT;HPRT"
"GOT2","GOT2"
"ABL1","ABL1"
"EGFR","EGFR"
"MOS","MOS"
"PGK1","PGK1;HEL-S-68p;MIG10;PGKA"
"AK1","AK1"
"F2","F2"
"F9","F9"
"F10","F10;FX;FXA"
"CFD","CFD"
"PLG","PLG"
"F12","F12"
"PLAU","PLAU"
"CFB","CFB"
"REN","REN;ADTKD4;HNFJ2;RTD"
"CA2","CA2"
"ASS1","ASS1"
"OAS1","OAS1"
"SPINK1","SPINK1"
"SERPINC1","SERPINC1"
"AGT","AGT;ANHU;SERPINA8;hFLT1"
"A2M","A2M"
"C3","C3"
"C5","C5"
"TIMP1","TIMP1"
"CST3","CST3"
"CST4","CST4"
"KNG1","KNG1"
"FOS","FOS"
"HRAS","HRAS"
"KRAS","KRAS"
"PDGFB","PDGFB"
"LDLR","LDLR;FH;FHC;FHCL1;LDLCQ2"
"EGF","EGF"
"TGFB1","TGFB1"
"NGF","NGF"
"GNRH1","GNRH1"
"OXT","OXT"
"AVP","AVP;AGTAVPRL;AII;C1orf7;CIAS1;CLR1.1;DFNA34;FCAS;FCAS1;FCU;KEFH;MWS;NALP3;PYPAF1"
"POMC","POMC;ACTH;CLIP;LPH;MSH;NPP;OBAIRH;POC"
"FSHB","FSHB"
"PRL","PRL"
"GH1","GH1"
"CALCA","CALCA"
"TG","TG;AITD3;TGN"
"PTH","PTH"
"GCG","GCG"
"GHRH","GHRH"
"NPY","NPY"
"IGF2","IGF2;C11orf43;GRDF;IGF-II;PP9974;SRS3"
"LTA","LTA"
"TNF","TNF"
"IFNA1","IFNA1"
"IFNA2","IFNA2"
"IFNB1","IFNB1;IFB;IFF;IFN-beta;IFNB"
"IFNG","IFNG"
"IL1A","IL1A"
"IL1B","IL1B"
"EPO","EPO"
"IL2RA","IL2RA;CD25;IDDM10;IL2R;IMD41;TCGFR;p55"
"JCHAIN","JCHAIN"
"IGKV1-5","IGKV1-5"
"CD4","CD4"
"CD8A","CD8A"
"PIGR","PIGR"
"HLA-B","HLA-B"
"HLA-A","HLA-A"
"HLA-DRA","HLA-DRA"
"MB","MB;MYOSB;PVALB"
"COL1A1","COL1A1"
"COL2A1","COL2A1"
"COL3A1","COL3A1"
"CRYAA","CRYAA"
"KRT14","KRT14;CK14;EBS1;EBS1A;EBS1B;EBS1C;EBS1D;EBS3;EBS4;K14;NFJ"
"LMNA","LMNA"
"SPTA1","SPTA1"
"APOA1","APOA1"
"APOE","APOE"
"APOA2","APOA2;Apo-AII;ApoA-II;apoAII"
"APOC1","APOC1"
"APOC3","APOC3"
"FGB","FGB"
"CHRNA1","CHRNA1"
"CRP","CRP;PTX1"
"APCS","APCS"
"C1QA","C1QA"
"C1QC","C1QC"
"C9","C9"
"APOH","APOH;B2G1;B2GP1;BG"
"FN1","FN1"
"AMBP","AMBP"
"ORM1","ORM1"
"AHSG","AHSG"
"ALB","ALB;FDAHT;HSA;PRO0883;PRO0903;PRO1341"
"AFP","AFP"
"PPBP","PPBP"
"PF4","PF4"
"CXCL10","CXCL10;C7;IFI10;INP10;IP-10;SCYB10;crg-2;gIP-10;mob-1"
"TF","TF"
"HPX","HPX"
"FTH1","FTH1"
"MT2A","MT2A"
"STATH","STATH;STR"
"BGLAP","BGLAP"
"ESR1","ESR1"
"MT-ND3","MT-ND3"
"ANG","ANG"
"F11","F11;FXI;PTA"
"AMH","AMH"
"C4BPA","C4BPA"
"VTN","VTN"
"CAT","CAT"
"RAF1","RAF1;CMD1NN;CRAF;NS5;Raf-1;c-Raf"
"DNTT","DNTT"
"PLA2G1B","PLA2G1B"
"GBA","GBA"
"FUCA1","FUCA1"
"ALDOA","ALDOA;ALDA;GSD12;HEL-S-87p"
"ANXA1","ANXA1"
"PDGFA","PDGFA"
"CLPS","CLPS"
"CSF2","CSF2"
"PRNP","PRNP;ASCR;AltPrP;CD230;CJD;GSS;KURU;PRIP;PrP;PrP27-30;PrP33-35C;PrPc;p27-30"
"LCAT","LCAT"
"OAT","OAT"
"HRG","HRG;ARIA;GGF;GGF2;HGL;HRG1;HRGA;MST131;MSTP131;NDF;NRG1-IT2;SMDF"
"MYCN","MYCN"
"MAS1","MAS1"
"CD3D","CD3D"
"S100B","S100B"
"VWF","VWF;F8VWF;VWD"
"SEMG1","SEMG1"
"GAPDH","GAPDH"
"ERBB2","ERBB2"
"WNT1","WNT1"
"NTRK1","NTRK1;MTC;TRK;TRK1;TRKA;Trk-A;p140-TrkA"
"HSPB1","HSPB1"
"CYP1A1","CYP1A1"
"TYMS","TYMS"
"CYBB","CYBB"
"GYPC","GYPC;CD236;CD236R;GE;GPC;GPD;GYPD;PAS-2;PAS-2'"
"IGF1","IGF1"
"ATP1A1","ATP1A1"
"ATP1B1","ATP1B1"
"ARG1","ARG1"
"APOD","APOD"
"ALDH2","ALDH2"
"CYP17A1","CYP17A1"
"ITGB3","ITGB3"
"CYP11A1","CYP11A1"
"S100A8","S100A8;60B8AG;CAGA;CFAG;CGLA;CP-10;L1Ag;MA387;MIF;MRP8;NIF;P8;S100-A8"
"INHA","INHA"
"IL4","IL4"
"SERPINE1","SERPINE1"
"PRKCG","PRKCG;PKC-gamma;PKCC;PKCG;PKCI(3);PKCgamma;SCA14"
"SLC25A5","SLC25A5"
"SERPINA5","SERPINA5"
"ISG15","ISG15"
"LGALS2","LGALS2"
"PCCA","PCCA"
"CYP1A2","CYP1A2"
"CYP2E1","CYP2E1"
"ALPL","ALPL"
"FGF1","FGF1"
"EDN1","EDN1;ARCND3;ET1;HDLCQ7;PPET1;QME"
"ICAM1","ICAM1"
"RPLP1","RPLP1"
"JUN","JUN"
"FABP3","FABP3"
"CLEC3B","CLEC3B;MCDR4;TN;TNA"
"SSB","SSB"
"SERPIND1","SERPIND1"
"TFAP2A","TFAP2A"
"ITGB1","ITGB1"
"PRKCB","PRKCB;PKC-beta;PKCB;PKCI(2);PKCbeta;PRKCB1;PRKCB2"
"KRT18","KRT18"
"CSN2","CSN2"
"MYL1","MYL1"
"COL5A2","COL5A2"
"CD1A","CD1A;R3;R3G1"
"UGT2B4","UGT2B4"
"INSR","INSR"
"LCK","LCK"
"BCHE","BCHE;BCHED;CHE1;CHE2;E1"
"GLA","GLA"
"HLA-DOA","HLA-DOA"
"RB1","RB1"
"ATP5B","ATP5B"
"S100A9","S100A9"
"APOA4","APOA4;ADTKD6"
"CD2","CD2"
"CEACAM5","CEACAM5"
"CKM","CKM"
"FCER2","FCER2"
"POLB","POLB"
"NPM1","NPM1;B23;NPM"
"TPM3","TPM3"
"ITGAV","ITGAV"
"CRH","CRH"
"LPL","LPL"
"SERPINE2","SERPINE2"
"EPHX1","EPHX1;EPHX;EPOX;HYL1;MEH"
"FABP1","FABP1"
"NEFL","NEFL"
"NEFM","NEFM"
"GPX1","GPX1"
"P4HB","P4HB"
"KLK3","KLK3;APS;KLK2A1;PSA;hK3"
"ASGR1","ASGR1"
"CRYGB","CRYGB"
"FES","FES"
"ANXA2","ANXA2"
"TUBB","TUBB"
"CA3","CA3;CAIII;Car3"
"IVL","IVL"
"ADRB2","ADRB2"
"DCN","DCN"
"PSAP","PSAP"
"CTSL","CTSL;CATL;CTSL1;MEP"
"PFN1","PFN1"
"APRT","APRT"
"CD3E","CD3E"
"EPRS","EPRS"
"CTSB","CTSB;APPS;CPSB;KWE;RECEUP"
"LDHC","LDHC"
"HSP90AA1","HSP90AA1"
"HNRNPC","HNRNPC"
"UMOD","UMOD"
"LAMB1","LAMB1;CLM;LIS5"
"YES1","YES1"
"LYN","LYN"
"RET","RET"
"TPM2","TPM2;AMCD1;CMYO23;CMYP23;DA1;DA2B;DA2B4;HEL-S-273;NEM4;TMSB"
"FH","FH;AHUS1;AMBP1;ARMD4;ARMS1;CFHL3;FHL1;HF;HF1;HF2;HUS"
"SFTPB","SFTPB"
"ERCC1","ERCC1"
"THBS1","THBS1"
"RNASE1","RNASE1"
"GJB1","GJB1;CMTX;CMTX1;CX32"
"SP1","SP1"
"RHO","RHO"
"ANXA6","ANXA6"
"RHOC","RHOC"
"NGFR","NGFR;CD271;Gp80-LNGFR;TNFRSF16;p75(NTR);p75NTR"
"GLI1","GLI1"
"CHRM2","CHRM2"
"ABCB1","ABCB1"
"SLC3A2","SLC3A2"
"CELA2A","CELA2A;AOMS4;ELA2A;PE-1"
"GUSB","GUSB"
"PFKM","PFKM"
"HSP90AB1","HSP90AB1"
"SRPRA","SRPRA"
"ASNS","ASNS;ASNSD;TS11"
"ELANE","ELANE"
"MMP3","MMP3"
"CTSG","CTSG"
"MME","MME"
"INHBA","INHBA;EDF;FRP"
"ITGA2B","ITGA2B"
"LPA","LPA"
"PDHA1","PDHA1"
"PLEK","PLEK"
"CD14","CD14"
"CYC1","CYC1"
"SNRPB2","SNRPB2"
"MET","MET"
"ADRB1","ADRB1"
"MYL3","MYL3;CMH8;MLC-lV/sb;MLC1SB;MLC1V;VLC1;VLCl"
"FGF4","FGF4"
"SNRNP70","SNRNP70"
"HCK","HCK"
"ITGA5","ITGA5;CD49e;FNRA;VLA-5;VLA5A"
"CYP3A4","CYP3A4"
"CYP21A2","CYP21A2"
"IL3","IL3"
